CUST_Type,CUST_Name,phoneNumber,address,district,longitude,latitude
Low End,Thomas pub,535928547,Accra,South,-1.7787,4.92829
Low End,TALAISSS SPOT ALLOWULEY,532508013,Accra,South,-2.54296,5.07552
Low End,Amaachaab,248358938,Chichuliga,North,-1.28498,10.7331
Low End,One Step,547244211,Damango,North,-0.00681,9.44089
Low End,Abigail,245079394,Accra,South,0.02294,5.65149
Low End,AB,558412009,Accra,South,0.02294,5.65149
Low End,Rap D pub,546710646,Bolga,North,-0.93472,10.9568
Low End,Oswald,249797913,Bolga,North,-0.93472,10.9568
Low End,Jasco bar,245600198,Tamale,North,-0.85778,9.47728
Low End,Oliver bar,257071665,Bolga,North,-0.84509,10.7939
Low End,Evelyn Abugah,1234567,Accra,South,-0.17532,5.71511
Low End,Ayeitewon spot,597665299,Chichuliga,North,-1.28498,10.7331
Low End,Paa Solo Bar,599583576,Damango,North,-0.00681,9.44089
Low End,La Rock,540643499,Accra,South,-0.24619,5.53926
Low End,OPO SPOT BENYIN,597704595,Accra,South,-2.54296,5.07552
Low End,Barbra maame bar,549969526,Bolga,North,-0.84509,10.7939
Low End,Kweikuma Busanga,597209356,Accra,South,-0.24065,5.52708
Low End,Ewe ALEX,544886004,Accra,South,-0.17532,5.71511
Low End,X5 pub,557209256,Accra,South,-1.7787,4.92829
Low End,One Door,544737394,Bolga,North,-0.84509,10.7939
Low End,Salamatu spot,549420743,Bolga,North,-0.93472,10.9568
Low End,Joe busunu bar,592659844,Tamale,North,-0.85778,9.47728
Low End,Barikisu bar,596238219,Bolga,North,-0.84509,10.7939
Low End,Azulichaab spot,551945117,Chichuliga,North,-1.28498,10.7331
Low End,Abina spot,531472734,Accra,South,0.02294,5.65149
Low End,Paris joint,556529322,Damango,North,-0.00681,9.44089
Low End,Larteley fishmonger,271436851,Accra,South,-0.24065,5.52708
Low End,A PAT SPOT,200784620,Accra,South,-2.54296,5.07552
Low End,Lamesi,243998369,Accra,South,-0.24619,5.53926
Low End,FRANCIS ALONYOH (MAMFE),592914228,Accra,South,-0.17532,5.71511
Low End,Nyaneeb Spot,207881001,Walewale,North,-0.79595,10.3659
Low End,acheampong spot,502107492,Accra,South,0.02294,5.65149
Low End,Opposite bar,535608869,Bolga,North,-0.84509,10.7939
Low End,Kasha restaurant,257455053,Tamale,North,-0.85778,9.47728
Low End,Lasan,547614684,Accra,South,-0.24619,5.53926
Low End,SALAMATU SPOT-C9,544052802,Bolga,North,-0.93472,10.9568
Low End,FRANKAA(OYAREFA),532007758,Accra,South,-0.17532,5.71511
Low End,Oliver adongo,540201126,Bolga,North,-0.84509,10.7939
Low End,Loan Agent,577357138,Accra,South,-0.24065,5.52708
Low End,Kg mama,273414145,Accra,South,-0.24619,5.53926
Low End,Awuche spot,536450588,Chichuliga,North,-1.28498,10.7331
Low End,A STONE TENACK,57048423,Accra,South,-2.54296,5.07552
Low End,Time No Dey,242374571,Accra,South,-1.7787,4.92829
Low End,BB Tindong,559622407,Bolga,North,-0.84509,10.7939
Low End,Logos woman Fatimatu,265097831,Accra,South,-0.24065,5.52708
Low End,Perfect touch,242616640,Damango,North,-0.00681,9.44089
Low End,Belinda,547038201,Bolga,North,-0.84509,10.7939
Low End,Gambadoo Spot,543354246,Walewale,North,-0.79595,10.3659
Low End,Kotochi memorial,243618353,Tamale,North,-0.85778,9.47728
Low End,A1 CARE,557783005,Accra,South,-2.54296,5.07552
Low End,Blue bar,597544117,Chichuliga,North,-1.28498,10.7331
Low End,Saturday night,244923303,Bolga,North,-0.93472,10.9568
Low End,Saturday night spot,244923303,Bolga,North,-0.93472,10.9568
Low End,Petards,240211547,Damango,North,-0.00681,9.44089
Low End,Afterwork Spot,542509433,Accra,South,0.02294,5.65149
Low End,African Spot,247667040,Accra,South,0.02294,5.65149
Low End,Kotochi memorial,2443618353,Tamale,North,-0.85778,9.47728
Low End,FRANKAA(OYAREFA),1234567,Accra,South,-0.17532,5.71511
Low End,Osika Stores,343434333,Bolga,North,-0.84509,10.7939
Low End,Linda sure way,243126296,Accra,South,-0.24619,5.53926
Low End,By His Grace,244896032,Chichuliga,North,-1.28498,10.7331
Low End,Peter Lepusi,599431226,Damango,North,-0.00681,9.44089
Low End,Belinda drinking spot,247038201,Bolga,North,-0.84509,10.7939
Low End,ABEASE SPOT,598451125,Accra,South,-2.54296,5.07552
Low End,GIFTY ANIE SACKEY (BOHYE),200621809,Accra,South,-0.17532,5.71511
Low End,Love Adjin Tettey,502406441,Accra,South,-0.24065,5.52708
Low End,Abiba Nasah Spot,246813294,Walewale,North,-0.79595,10.3659
Low End,Silas spot,593874573,Bolga,North,-0.93472,10.9568
Low End,Ajia spot,247960805,Accra,South,0.02294,5.65149
Low End,Patricia  Namoligu,256703953,Bolga,North,-0.84509,10.7939
Low End,Lindas bar,242004121,Accra,South,-0.24619,5.53926
Low End,Kudjo bar,549623180,Tamale,North,-0.85778,9.47728
Low End,Pjay,256779982,Damango,North,-0.00681,9.44089
Low End,GIFTY ANIE SACKEY (BOHYE),1234567,Accra,South,-0.17532,5.71511
Low End,Lilycom Pub,248221033,Accra,South,-0.24619,5.53926
Low End,Blue spot,243512662,Chichuliga,North,-1.28498,10.7331
Low End,Abena Bar,553870898,Walewale,North,-0.79595,10.3659
Low End,Osika,244633987,Bolga,North,-0.84509,10.7939
Low End,Kujo len,552334142,Tamale,North,-0.85778,9.47728
Low End,Bens drinking spot Datuku,241360880,Bolga,North,-0.84509,10.7939
Low End,Akorli,Akorli,Accra,South,0.02294,5.65149
Low End,Solomon spot,247901778,Bolga,North,-0.93472,10.9568
Low End,Majorine Hammond,257541515,Accra,South,-0.24065,5.52708
Low End,GLORIA AWUNI,248555943,Accra,South,-0.17532,5.71511
Low End,ABIDJAN LA JOIE SPOT,554825847,Accra,South,-2.54296,5.07552
Low End,Point 8,542669584,Damango,North,-0.00681,9.44089
Low End,Payeni spot,535296860,Bolga,North,-0.84509,10.7939
Low End,Charitys spot,247754324,Chichuliga,North,-1.28498,10.7331
Low End,Liticia chorkor santana,597363780,Accra,South,-0.24619,5.53926
Low End,Aja Obeng Spot,249200443,Walewale,North,-0.79595,10.3659
Low End,Kusieli bar,537903226,Tamale,North,-0.85778,9.47728
Low End,Bernice bar,535368676,Bolga,North,-0.84509,10.7939
Low End,Abrantie Spot,247488685,Accra,South,-2.54296,5.07552
Low End,Akwaaba Pub,249817803,Accra,South,0.02294,5.65149
Low End,Somebody needs Somebody spot,249503185,Bolga,North,-0.93472,10.9568
Low End,Ben drinking spot,241360880,Bolga,North,-0.84509,10.7939
Low End,Mark William,270027716,Accra,South,-0.24065,5.52708
Low End,Charity Spot,542509626,Chichuliga,North,-1.28498,10.7331
Low End,peace and love,243154091,Bolga,North,-0.84509,10.7939
Low End,ABIDJAN CHOPBAR,593659909,Accra,South,-2.54296,5.07552
Low End,GLORIA AWUNI,1234567,Accra,South,-0.17532,5.71511
Low End,Abrantia Spot,531994152,Walewale,North,-0.79595,10.3659
Low End,Maa Eunice,266412495,Accra,South,-0.24065,5.52708
Low End,Star boy spot,545415074,Bolga,North,-0.93472,10.9568
Low End,Lovers Inn Koforidua,246021016,Accra,South,-0.24619,5.53926
Low End,Kwame bar,543535095,Tamale,North,-0.85778,9.47728
Low End,Alberto,532620956,Accra,South,0.02294,5.65149
Low End,ABRANTIE SPOT T1,247827034,Accra,South,-2.54296,5.07552
Low End,peace corner,506258413,Bolga,North,-0.84509,10.7939
Low End,Location Pub,248984145,Accra,South,-0.24619,5.53926
Low End,Confidence spot,558011127,Chichuliga,North,-1.28498,10.7331
Low End,Presidential Spot,541632334,Damango,North,-0.00681,9.44089
Low End,Prince Corner,246118744,Damango,North,-0.00681,9.44089
Low End,clintfidel,9928737882,Chichuliga,North,-1.28498,10.7331
Low End,AT Bar,598706300,Walewale,North,-0.79595,10.3659
Low End,Arijatu Bar,547593423,Walewale,North,-0.79595,10.3659
Low End,Laddles delight food and drink,544307031,Tamale,North,-0.85778,9.47728
Low End,GOLDEN DREAM,243704645,Accra,South,-0.17532,5.71511
Low End,Alice,548553223,Accra,South,0.02294,5.65149
Low End,Matilda Ankrah,533616273,Accra,South,-0.24065,5.52708
Low End,Michael,572942680,Accra,South,-0.24065,5.52708
Low End,Big Joe Sport,551613923,Bolga,North,-0.84509,10.7939
Low End,ADDO MOM SPOT,555165897,Accra,South,-2.54296,5.07552
Low End,Alice pub,553323075,Accra,South,0.02294,5.65149
Low End,RK,207700332,Damango,North,-0.00681,9.44089
Low End,Tanko spot,240474421,Bolga,North,-0.93472,10.9568
Low End,Big Joe wife,248589267,Bolga,North,-0.84509,10.7939
Low End,Ramzy Datuku,591486931,Bolga,North,-0.84509,10.7939
Low End,Swopa bar,543313690,Bolga,North,-0.93472,10.9568
High End,Gaskiaf Ent,541609559,Ghana,South,-0.1457,5.62815
Low End,GOLDEN DREAM,1234567,Accra,South,-0.17532,5.71511
Low End,M&D Alcoholic and Non Alc,243391944,Accra,South,-0.24619,5.53926
Low End,Elizabeth spot,542504851,Chichuliga,North,-1.28498,10.7331
Low End,Bolco kpatia,552116393,Bolga,North,-0.84509,10.7939
Low End,ADWENPA SPOT,543714887,Accra,South,-2.54296,5.07552
Low End,Micheal,572942680,Accra,South,-0.24065,5.52708
Low End,Shakina Bar,549515025,Damango,North,-0.00681,9.44089
Low End,GOZA PUB,247969866,Accra,South,-0.17532,5.71511
Low End,Awudu Spot,207372251,Walewale,North,-0.79595,10.3659
Low End,All shall pass,243989834,Accra,South,0.02294,5.65149
Low End,Thomas spot,247522863,Bolga,North,-0.93472,10.9568
Low End,MAGGIE SPOT(C2),247301326,Accra,South,-0.24619,5.53926
Low End,Lamisi bar,595954632,Tamale,North,-0.85778,9.47728
Low End,Rebecca bar,246683593,Bolga,North,-0.84509,10.7939
Low End,Sir Charles,243435604,Damango,North,-0.00681,9.44089
Low End,Elizabeth spot,549128854,Chichuliga,North,-1.28498,10.7331
Low End,AFRICAN BAR,544011080,Accra,South,-2.54296,5.07552
Low End,Naa Odey Brukina,592674371,Accra,South,-0.24065,5.52708
Low End,Boloko spot,551303240,Bolga,North,-0.84509,10.7939
Low End,GOZA PUB,1234567,Accra,South,-0.17532,5.71511
Low End,Queens view  pub,245681406,Bolga,North,-0.84509,10.7939
Low End,Atta Emmanuel Bar,532992252,Walewale,North,-0.79595,10.3659
Low End,Cool Running spot,532486490,Chichuliga,North,-1.28498,10.7331
Low End,Lydia Boamang,545844825,Accra,South,-0.24619,5.53926
Low End,Lindas bar,246073236,Tamale,North,-0.85778,9.47728
Low End,Broni,248142668,Bolga,North,-0.84509,10.7939
Low End,AKWAABA SPOT,208318809,Accra,South,-2.54296,5.07552
Low End,Valley spot,546019724,Bolga,North,-0.93472,10.9568
Low End,Nahima creations,597213534,Accra,South,-0.24065,5.52708
Low End,Ashitey Seaman,543463145,Accra,South,0.02294,5.65149
Low End,Rebecca Gbane,542113777,Bolga,North,-0.84509,10.7939
Low End,Sister Esther Bar,256965846,Damango,North,-0.00681,9.44089
Low End,Mama Eagle,246151532,Accra,South,-0.24619,5.53926
Low End,ISAAC(TUTU),244205303,Accra,South,-0.17532,5.71511
Low End,Baobab Spot,244594288,Walewale,North,-0.79595,10.3659
Low End,Erics Spot,202496009,Chichuliga,North,-1.28498,10.7331
Low End,AUNTIE ABENA ENTERPRISE(C,247765046,Accra,South,0.02294,5.65149
Low End,Bayecham Inn,538277612,Walewale,North,-0.79595,10.3659
Low End,Lucas bar,249178416,Tamale,North,-0.85778,9.47728
Low End,Luiz bar,273713474,Tamale,North,-0.85778,9.47728
Low End,VIP spot,245180878,Bolga,North,-0.93472,10.9568
Low End,Nico and Nico drinks,266194470,Accra,South,-0.24065,5.52708
Low End,Rijo drinking spot,539079663,Bolga,North,-0.84509,10.7939
Low End,Charles kolog,249355586,Bolga,North,-0.84509,10.7939
Low End,Mama Esther,24870896,Accra,South,-0.24619,5.53926
Low End,AMA CAMBODIA EZINLINBO,530958004,Accra,South,-2.54296,5.07552
Low End,Snr Original,240276455,Damango,North,-0.00681,9.44089
Low End,Step by Step,557302615,Damango,North,-0.00681,9.44089
Low End,Esther spot,243748748,Chichuliga,North,-1.28498,10.7331
Low End,AZURAGO BAR(C1),242094034,Accra,South,0.02294,5.65149
Low End,AKWAABA SPOT,599556587,Accra,South,-2.54296,5.07552
Low End,Joyce,555006840,Accra,South,-0.17532,5.71511
Low End,ISAAC(TUTU),1234567,Accra,South,-0.17532,5.71511
Low End,Wisdom spot,549907345,Bolga,North,-0.93472,10.9568
Low End,Rita nabil,257502444,Bolga,North,-0.84509,10.7939
Low End,Mad.Tina bar,243214329,Tamale,North,-0.85778,9.47728
Low End,Neequaye Kotey,276996195,Accra,South,-0.24065,5.52708
Low End,Broni spot,248142696,Bolga,North,-0.84509,10.7939
Low End,AMUZUAH ALLOWULEY,595539491,Accra,South,-2.54296,5.07552
Low End,Wofa Yaws spot,249417662,Bolga,North,-0.93472,10.9568
Low End,Mama Esther Pub,244015211,Accra,South,-0.24619,5.53926
Low End,Beller sports,242033090,Accra,South,0.02294,5.65149
Low End,JUNCTION 5,207403029,Accra,South,-0.17532,5.71511
Low End,Yaws spot,241599227,Bolga,North,-0.93472,10.9568
Low End,Beckys Pub,548226658,Accra,South,0.02294,5.65149
Low End,Ritanabil,25750444,Bolga,North,-0.84509,10.7939
Low End,Super Kings,550570528,Damango,North,-0.00681,9.44089
Low End,Rita sakoti,257502444,Bolga,North,-0.84509,10.7939
Low End,Madam Gifty bar,243565531,Tamale,North,-0.85778,9.47728
Low End,Esther spot,249861924,Chichuliga,North,-1.28498,10.7331
Low End,Mama MaryS Bar,555543221,Accra,South,-0.24619,5.53926
Low End,Bayecham Pub,556795045,Walewale,North,-0.79595,10.3659
Low End,Micheal bar,597266134,Tamale,North,-0.85778,9.47728
Low End,Udondo Helen,555973945,Damango,North,-0.00681,9.44089
Low End,Comfort kpatia,634139955,Bolga,North,-0.84509,10.7939
Low End,Esther spot,592464686,Chichuliga,North,-1.28498,10.7331
Low End,AUTHORITY SPOT,242036558,Accra,South,-2.54296,5.07552
Low End,Nico Ventures,550046198,Accra,South,-0.24065,5.52708
Low End,bernice,241171755,Accra,South,0.02294,5.65149
Low End,JUNCTION 5,1234567,Accra,South,-0.17532,5.71511
Low End,Nii Salvation,265545320,Accra,South,-0.24065,5.52708
Low End,Utopia corner,245369880,Damango,North,-0.00681,9.44089
Low End,Ritas Inn,243988737,Bolga,North,-0.84509,10.7939
Low End,Zuzu drinking spot,554012413,Bolga,North,-0.93472,10.9568
Low End,KOFI,242015430,Accra,South,-0.17532,5.71511
Low End,Manlean pub,025627 6981,Accra,South,-0.24619,5.53926
Low End,Gifts Kategri,597748720,Chichuliga,North,-1.28498,10.7331
Low End,Christy,537613253,Bolga,North,-0.84509,10.7939
Low End,Beatrice Pub,596596813,Walewale,North,-0.79595,10.3659
Low End,Mr bismark,246639622,Wassa Akropong,North,-2.0905,5.78127
Low End,Mum,24487669,Tamale,North,-0.85778,9.47728
Low End,Blackmail,548182867,Accra,South,0.02294,5.65149
Low End,Dorcus,256899032,Bolga,North,-0.84509,10.7939
Low End,Mansa Bar,246919871,Accra,South,-0.24619,5.53926
Low End,BANANA INN SPOT,544123096,Accra,South,-2.54296,5.07552
Low End,Mma lucias bar,595028679,Tamale,North,-0.85778,9.47728
Low End,Our Father,207770452,Accra,South,-0.24065,5.52708
Low End,Ritas spot,501234581,Bolga,North,-0.84509,10.7939
Low End,Yelosisi,240692578,Damango,North,-0.00681,9.44089
Low End,Don dada bar,591005410,Bolga,North,-0.84509,10.7939
Low End,Boakyewaa Spot,243433236,Wassa Akropong,North,-2.0905,5.78127
Low End,KOFI,246154842,Accra,South,-0.17532,5.71511
Low End,Mathew Drinking Spot,203095446,Accra,South,-0.24619,5.53926
Low End,Home spot,244510617,Chichuliga,North,-1.28498,10.7331
Low End,Vooli,531775399,Damango,North,-0.00681,9.44089
Low End,KOFI,504193137,Accra,South,-0.17532,5.71511
Low End,AUNTIE PAT SPOT,240212219,Accra,South,-2.54296,5.07552
Low End,Blood of Jesus,242508089,Accra,South,0.02294,5.65149
Low End,Oj,553259850,Accra,South,-0.24065,5.52708
Low End,Robert,599429915,Bolga,North,-0.84509,10.7939
Low End,Bayecham Spot,547523381,Walewale,North,-0.79595,10.3659
Low End,Bilaalim Pub,537646388,Walewale,North,-0.79595,10.3659
Low End,Enock,enock,Wassa Akropong,North,-2.0905,5.78127
Low End,JENNIFER,541622917,Chichuliga,North,-1.28498,10.7331
Low End,Bro Ben,243503103,Accra,South,0.02294,5.65149
Low End,Rose bar,243419367,Bolga,North,-0.84509,10.7939
Low End,Paa Willie Ataa Adjei,552864688,Accra,South,-0.24065,5.52708
Low End,Mum,244876698,Tamale,North,-0.85778,9.47728
Low End,Erica sheaga,530753674,Bolga,North,-0.84509,10.7939
Low End,MEBELISH  DRINKS,208306648,Accra,South,-0.24619,5.53926
Low End,Mummys kitchen,244876690,Tamale,North,-0.85778,9.47728
Low End,Adjoo.    Conner,245346817,Accra,South,0.46355,7.1527
Low End,JENNIFER,543384196,Chichuliga,North,-1.28498,10.7331
Low End,BETTER TIME SPOT,243438221,Accra,South,-2.54296,5.07552
Low End,By His Grace,557362079,Accra,South,0.02294,5.65149
Low End,KAKY PUB(A3),573176390,Wassa Akropong,North,-2.0905,5.78127
Low End,Rose Enoch,545765133,Bolga,North,-0.84509,10.7939
Low End,Kofi prince,537422051,Accra,South,-0.17532,5.71511
Low End,Akapella,558410047,Accra,South,0.46355,7.1527
Low End,Micro finance,276666764,Accra,South,-0.24619,5.53926
Low End,Born To Be A Winner Spot,533751268,Walewale,North,-0.79595,10.3659
Low End,Jennifer Spot,245920704,Chichuliga,North,-1.28498,10.7331
Low End,New city yipala,548005993,Tamale,North,-0.85778,9.47728
Low End,Ernestina bar Tarkwa,597316082,Bolga,North,-0.84509,10.7939
Low End,BIG APPLE SPOT,245411738,Accra,South,-2.54296,5.07552
Low End,Carol pub,545350551,Accra,South,0.02294,5.65149
Low End,Akologo Drinking Spot,200902349,Accra,South,0.46355,7.1527
Low End,Maa GEE Ent,206699822,Wassa Akropong,North,-2.0905,5.78127
Low End,Paul taxi driver,274133511,Accra,South,-0.24065,5.52708
Low End,KOFI,1234567,Accra,South,-0.17532,5.71511
Low End,Kokou Logossou,O550789946,Accra,South,-0.17532,5.71511
Low End,Rosemary,242029081,Bolga,North,-0.84509,10.7939
Low End,Moonlight Bay,243017453,Accra,South,-0.24619,5.53926
Low End,Jennifers spot,534621551,Chichuliga,North,-1.28498,10.7331
Low End,Dorisky drinking spot,556568174,Bolga,North,-0.84509,10.7939
Low End,Chinese Spot,539148495,Walewale,North,-0.79595,10.3659
Low End,BATMAN EXECUTIVE NIGHT CLUB,206671043,Accra,South,-2.54296,5.07552
Low End,Nuhu bar,547531149,Tamale,North,-0.85778,9.47728
Low End,Paa T,274863018,Accra,South,-0.24065,5.52708
Low End,Black Cover Spot,243841342,Walewale,North,-0.79595,10.3659
Low End,Esther,553055942,Bolga,North,-0.84509,10.7939
Low End,Rosi in,554687300,Wassa Akropong,North,-2.0905,5.78127
Low End,Cecilia Asemeku,592405703,Accra,South,0.02294,5.65149
Low End,SAMMY,535608868,Bolga,North,-0.84509,10.7939
Low End,Obapaa ceci,257164457,Tamale,North,-0.85778,9.47728
Low End,BIG JOE SPOT,204463810,Accra,South,-2.54296,5.07552
Low End,KOFI,244501612,Chichuliga,North,-1.28498,10.7331
Low End,Poli susu collector,530846002,Accra,South,-0.24065,5.52708
Low End,CECIS LINK(A3),554388139,Accra,South,0.02294,5.65149
Low End,Mosh-kay pub,249954083,Accra,South,-0.24619,5.53926
Low End,Okukuseku,249952895,Tamale,North,-0.85778,9.47728
Low End,Okukuseku bar,249952895,Tamale,North,-0.85778,9.47728
Low End,SAMMY,242744761,Bolga,North,-0.84509,10.7939
Low End,BIZA NYAMELE SPOT,595974839,Accra,South,-2.54296,5.07552
Low End,Rosin Bar,249515755,Wassa Akropong,North,-2.0905,5.78127
Low End,Chemes,596472178,Accra,South,0.02294,5.65149
Low End,Old times spot,244937062,Tamale,North,-0.85778,9.47728
Low End,Patience,542370505,Tamale,North,-0.85778,9.47728
Low End,Carol pub,545350581,Accra,South,0.02294,5.65149
Low End,Alabato    inn,247176505,Accra,South,0.46355,7.1527
Low End,SALVATION LOUNGE,246639622,Wassa Akropong,North,-2.0905,5.78127
Low End,Riccharrdd,202995866,Wassa Akropong,North,-2.0905,5.78127
Low End,Mpoaka Bar,209467999,Accra,South,-0.24619,5.53926
Low End,Sammy Accra site,553259290,Bolga,North,-0.84509,10.7939
Low End,Raphael bar,248136305,Tamale,North,-0.85778,9.47728
Low End,Esther sakoti,245222102,Bolga,North,-0.84509,10.7939
Low End,Chester hotel,557976885,Accra,South,0.02294,5.65149
Low End,Chester,247594853,Accra,South,0.02294,5.65149
Low End,Baba k,556769403,Accra,South,-0.13076,5.78807
Low End,BONE B3IN SPOT T2,549421571,Accra,South,-2.54296,5.07552
Low End,Rashid bar,257478212,Tamale,North,-0.85778,9.47728
Low End,Philip@alomomo junction,551394526,Accra,South,-0.24065,5.52708
Low End,Sammy Bar- Bazua,249631034,Bolga,North,-0.84509,10.7939
Low End,Selikus Enterprise,240866100,Wassa Akropong,North,-2.0905,5.78127
Low End,Ruth bar,541859362,Bolga,North,-0.84509,10.7939
Low End,Kojo,241966221,Chichuliga,North,-1.28498,10.7331
Low End,Asiiya Bar,200779277,Accra,South,0.46355,7.1527
Low End,KUTA UBAIDA,557075417,Accra,South,-0.17532,5.71511
Low End,Moonlight Drinking Spot,243250614,Accra,South,-0.24619,5.53926
Low End,Naa,554395215,Accra,South,-0.24619,5.53926
Low End,Kategri,538978475,Chichuliga,North,-1.28498,10.7331
Low End,Cindy Maame Spot,548836156,Walewale,North,-0.79595,10.3659
Low End,Aseko   spot,246398505,Accra,South,0.46355,7.1527
Low End,Red bar,243461304,Tamale,North,-0.85778,9.47728
Low End,Esther 548 bar,246260548,Bolga,North,-0.84509,10.7939
Low End,LEBMORE VENTURES (PANTANG BOLA,596533564,Accra,South,-0.17532,5.71511
Low End,EstherS Base,200517330,Bolga,North,-0.84509,10.7939
Low End,BONE BEIN SPOT NUBA,246250055,Accra,South,-2.54296,5.07552
