CUST_Type,CUST_Name,phoneNumber,address,district,longitude,latitude
Wholesaler,FAKYEME(C3),248220584,Accra,North,-1.94045,7.58261
Mainstream,ENO AFRIYIE-BADU,242221061,Accra,North,-2.23083,6.9242
Wholesaler,TIENS OPPORTUNITY CENTER(,1,Accra,North,-2.10703,7.73965
Low End,AWURADE NE BOAFOR,541172445,Ghana,North,-2.10029,7.81022
Mainstream,The view pub,541342471,Accra,North,-2.1078878,7.7349361
Low End,Amsterdam Spot,205515655,Accra,North,-2.3131678,7.8765247
Low End,JUSTICE DEPOT(A2),208149070,Accra,North,-0.98627,7.75411
Mainstream,BEACH SPOT(A1),543288924,Accra,North,-0.64734,8.23273
Mainstream,Mandela Spot(A1),551517434,Accra,North,-0.98644,7.75493
Mainstream,CHAPTERS OF LIFE(A1),244155399,Accra,North,-1.20312,7.54346
Mainstream,BABA SPOT(B1),246875060,Accra,North,-0.98727,7.74801
Mainstream,UNTI MAGGIE SPOT(A2),207522381,Accra,North,-0.67849,7.72973
Low End,ONYAME(A1),544167851,Accra,North,-0.98886,7.74365
Low End,ONYAME AKWAN(C1),502120003,Accra,North,-0.98624,7.7551
Mainstream,PLUS 2 ATEBUBU(A2),548184551,Accra,North,-0.9925138,7.737866
Mainstream,SAVANNA PALACE(C2),246855924,Accra,North,-0.98692,7.75137
Mainstream,THE CENORS PUB(C1),541670308,Accra,North,-0.6539656,8.2252
Low End,EBUO NYE SURO(C1),244155399,Accra,North,-1.20315,7.54346
Mainstream,JUSTICE BAR - PRANG(C1),543109331,Accra,North,-0.88587,7.98734
Low End,TEN O'CLOCK SPOT(C1),241686635,Accra,North,-0.98598,7.74944
Low End,UJA NA YE SIIB SPOT(C1),246660944,Accra,North,-0.98744,7.75941
Low End,ABE SPOT(B2),257356669,Accra,North,-1.65683,7.652844
Mainstream,LAST STOP PUB(B1),200460236,Accra,North,-0.9927,7.74
Mainstream,DOMINIC SPOT(A1),247795238,Accra,North,-0.98778,7.758785
Low End,CENTRE BAR(C1),537264468,Accra,North,-1.2757922,7.4851203
Low End,NSA HYEW SPOT(C1),552931248,Accra,North,-1.2914554,7.4776554
Low End,ABRANTIE NO.2(C1),208866138,Accra,North,-0.6478753,8.226628
Mainstream,LOVERS INN SPOT(B1),249653553,Accra,North,-0.678974,7.729457
Low End,OBAA YAA SPOT(C1),247724961,Accra,North,-0.700917,7.730785
Low End,FLAVOUR UNIT(B2),552539946,Accra,North,-0.6569074,8.22487
Mainstream,BIRMINGHAM PALACE(C1),208236685,Accra,North,-0.98617,7.74881
Mainstream,GYAMAA NIGHT CLUB(A1),208149070,Accra,North,-0.99122,7.74041
Mainstream,CONTAINER SPOT-YEJI(A3),555529150,Accra,North,-0.66372,8.22536
Low End,MAMA YAA SPOT(C1),244139010,Accra,North,-0.677736,7.733918
Low End,CORNE SPOT(C1),243939250,Accra,North,-0.989619,7.749264
Mainstream,GAMELI RESTAURANT(C1),243166637,Accra,North,-0.8813,7.99931
Mainstream,SUN CITY PLAZA(B1),554185688,Accra,North,-0.64726,8.22689
Mainstream,SUNSET SPOT(B1),540932182,Accra,North,-0.67044,7.73205
Mainstream,JUSTICE BAR(A1),244214267,Accra,North,-0.64666,8.22898
Mainstream,OHEMAA KITCHEN(C2),248445782,Accra,North,-0.98701,7.74778
Mainstream,PRISONS CANTEEN - YEJI(B1,243852311,Accra,North,-0.672125,8.231038
Mainstream,DREAMERS JOINT(A1),242974995,Accra,North,-1.11,7.724262
Mainstream,AGBEY SPOT(C2),551962677,Accra,North,-0.6461207,8.233073
Low End,AMANSAN SPOT(C1),244606330,Accra,North,-0.98628,7.75058
Low End,BIBIMAN SPOT(C1),548782233,Accra,North,-0.9862,7.748
Mainstream,MEET ME THERE - BANTAMA(B,543332577,Accra,North,-0.7525,7.71321
Low End,LIFE TIME PALACE(A1),243623171,Accra,North,-0.65547,8.22514
Mainstream,DOMINIC SPOT ANNEX(A1),247795238,Accra,North,-0.9957,7.76867
Low End,ADOM SPOT - AMANTEN(B2),505553658,Accra,North,-1.19704,7.54912
Low End,KWAME SPOT(B2),244605850,Accra,North,-1.20372,7.54262
Mainstream,OSEIKROM SPOT(B1),246554484,Accra,North,-1.204041,7.542593
Mainstream,SHANNY SPOT(C1),247825698,Kwame Danso,North,-0.67756,7.73564
Low End,SOLONGO SPOT(C1),501234167,Accra,North,-0.988446,7.750042
Mainstream,WELCOME SPOT(B1),201021184,Accra,North,-0.64984,8.22974
Low End,NYAME YE SPOT(C1),247795238,Accra,North,-0.99079,7.76304
Wholesaler,LOVERS INN ENT(B2),249653553,Accra,North,-0.6790387,7.729513
Low End,ADWUMA WURA SPOT(B1),551665331,Accra,North,-0.9453146,7.8848285
Low End,JANET PUB(C3),208227879,Accra,North,-0.972378,7.741892
Low End,GOOD MASTER(C1),249841167,Accra,North,-0.9918006,7.7639499
Low End,PRESBY VIEW(C1),553386319,Accra,North,-1.1517319,7.5871835
Low End,EYE ASEM SPOT(C1),246577024,Accra,North,-0.975889,7.774092
Mainstream,PRANG(C1),542628201,Accra,North,-0.888527,7.98523
Low End,APIKO SPOT(C1),544911875,Accra,North,-0.98564,7.75507
Low End,BOILING POINT(C1),501611328,Accra,North,-0.7498344,7.7147326
Low End,FANTASTIC SPOT(C1),504416370,Accra,North,-1.20456,7.54195
Low End,WHO KNOWS(C1),542442457,Accra,North,-0.9925418,7.7642023
Mainstream,COWLANE(C3),244566770,Accra,North,-0.6473288,8.2313341
Low End,GOOD LIFE(C1),543664003,Accra,North,-1.871757,7.6411522
Low End,BOMU DWENE(C1),542735827,Accra,North,-1.3122065,7.4512486
Low End,NEW ERA BAR(C1),550606479,Accra,North,-0.9882383,7.759717
Low End,JAAF SPOT(C1),502354240,Accra,North,-0.98987,7.75829
Mainstream,ROYAL GROUNDS(A1),532883660,Accra,North,-0.88341,7.99321
Low End,ADUANA BA SPOT(C1),552888987,Accra,North,-1.15074,7.58851
Low End,CHIEF MAVAVO - ANNEX(B1),209186777,Accra,North,-0.646533,8.230274
Low End,CHIEF MAVAVO SPOT(C2),209186777,Accra,North,-0.64649,8.23027
Mainstream,DESTINY PUB(B1),247299397,Accra,North,-1.20568,7.54091
Low End,BANTAMA SPOT(B1),597924499,Accra,North,-0.9863867,7.750631
Low End,GMAABE KAA KAN SPOT(C1),263535163,Accra,North,-0.98232,7.76628
Mainstream,THE POINT BAR(A2),552808909,Accra,North,-1.6582,7.65174
Wholesaler,FIRST AND LAST PUB - YEJI,551002137,Accra,North,-0.6663072,8.225061
Low End,ETIRE NNI SAFOA(C1),551962465,Accra,North,-0.79169,8.125885
Wholesaler,SHANNY ENT(A1),542314038,Accra,North,-0.67759,7.73562
Low End,WADIDI SPOT ANNEX(C1),541122932,Accra,North,-1.735,7.71342
Low End,NATURAL SPOT(C1),245234560,Accra,North,-0.98244,7.74946
Low End,NO.9 NO.10(C1),207613604,Accra,North,-0.98732,7.75817
Low End,X 5 PUB(C3),206346889,Accra,North,-0.990806,7.746944
Low End,MOONLIGHT(C1),206346889,Accra,North,-0.990793,7.746943
Low End,BANTAMA SPOT ANNEX(C1),597924499,Accra,North,-0.98643,7.75064
Low End,ONE CORNER SPOT - ATEBUBU,553981853,Accra,North,-0.98873,7.733139
Low End,MORE BLESSING SPOT(C2),202765444,Ghana,North,-0.98628,7.75505
Mainstream,LUCKY SPOT(C2),247229228,Accra,North,-0.992417,7.737853
Mainstream,GREAT MINDS(B1),209235426,Accra,North,-0.98421,7.76045
Low End,NKWADUM SPOTV(C1),247715468,Accra,North,-0.98725,7.74912
Low End,DANSO SPOT(C1),209113418,Accra,North,-0.9927,7.740355
Low End,CLUB HOUSE(C2),243362581,Accra,North,-0.989316,7.748522
Low End,ANADWO YE DE(C2),556675223,Accra,North,-1.3327194,7.4248443
Low End,AWURADE NSA WO MU(C2),554678345,Accra,North,-0.9868,7.75293
Mainstream,BENGAZZY SPOT(C1),245321444,Accra,North,-0.982184,7.768212
Mainstream,MAXPEELOU(C1),246875060,Accra,North,-0.989152,7.746167
Mainstream,OLD SOLDIER BAR(C1),543332577,Accra,North,-0.69405,7.73045
Mainstream,NII MAAKWA SPOT / BAR(B2),243955280,Accra,North,-1.19413,7.55136
Low End,ASEDA(C1),544239088,Accra,North,-0.99122,7.74041
Low End,ABRANTEE JATO ZONGO(C1),240413425,Accra,North,-1.620533,7.6542091
Mainstream,PARADISEV(C1),244937239,Accra,North,-0.78383,8.137385
Low End,MINI NIGHT CLUB(C1),531792447,Accra,North,-1.198694,7.547626
Mainstream,PRAY FOR LIFE(A1),245417722,Accra,North,-0.78905,8.12938
Low End,DO WO NUA(C1),540526416,Accra,North,-0.955679,7.855965
Mainstream,ABRANTIE SPOT - YEJI(C1),242031006,Accra,North,-0.6497117,8.229685
Mainstream,BIG JOE(C1),242318100,Accra,North,-0.6472946,8.227448
Low End,DOUGLAS SPOT(C2),242406800,Accra,North,-0.98495,7.756894
Mainstream,JAAFO HOTEL BAR(C2),502354240,Accra,North,-0.98942,7.75817
Low End,MORNING STAR(A2),247253585,Accra,North,-0.99114,7.7404
Mainstream,KAE ME BRE(A1),537706123,Accra,North,-1.204006,7.542591
Mainstream,ABRANTEE SPOT - KWAME DAN,242001234,Accra,North,-0.684289,7.733663
Low End,Galagala,543664003,Accra,North,-1.58587,7.6542253
Mainstream,Derkelma Paradise Bar/Res,241544273,Accra,North,-0.9812483,7.76818
Mainstream,Stanford Bridge,247672340,Accra,North,-0.9861617,7.73397
Mainstream,Queens Pub,550606479,Accra,North,-0.9867278,7.7506465
Mainstream,Escobar,243363727,Accra,North,-0.9861583,7.7566117
Mainstream,Queens Pub 2,550606479,Accra,North,-0.987585,7.7600655
Low End,Mara Spot,558784411,Accra,North,-0.9828381,7.7654833
High End,Hibiscus,208264822,Accra,South,-0.1816704,5.5973663
High End,Nguni,054 281 665,Accra,South,-0.1651777,5.5867286
Wholesaler,RICH AND MARYS ENT(A3),208000000,Tamale,North,-0.8371,9.40762
Wholesaler,AKU A ENT(C1),246974354,Tamale,North,-0.84552,9.40484
Wholesaler,ATWIMAMAN ENTERPRISE(A3),208168016,Accra,North,-0.84042,9.40272
Wholesaler,EXTRA QUALITY ENTERPRISE,244853399,Ghana,North,-0.00681,9.44089
Low End,Sandy Pub Savelugu,242765289,Accra,North,-0.83184,9.60363
Mainstream,CATHOLIC GUEST HOUSE(A3),208713382,Accra,North,-0.84339,9.42609
Wholesaler,Kenzie O. Ventures,208247676,Ghana,North,-0.84406,9.44668
Wholesaler,JESUS REGNS(B3),208000000,Accra,North,-0.84222,9.40301
Mainstream,PILGRIMS SPOT(A2),202000000,Accra,North,-0.87546,9.47167
Mainstream,KING DAVID(A3),248356235,Accra,North,-0.84554,9.44705
Mainstream,KAWULA BAR(A3),243113984,Accra,North,-0.83858,9.38229
Mainstream,SARAFINA(A3),207101835,Accra,North,-0.83563,9.40361
Mainstream,AIRFORCE JNR RANK MESS(B3,540854300,Ghana,North,-0.85637,9.55491
Mainstream,ROCINDY(A2),244740746,Accra,North,-0.82620,9.40454
Mainstream,SUPER MAMBOS(A3),208505663,Accra,North,-0.83651,9.40982
Low End,CONTAINER(A2),243811117,Ghana,North,-0.17783,10.8504
Mainstream,AJARA SPOT(A2),244476540,Accra,North,-0.83641,9.41469
Mainstream,AREA CODE TAMALE(A2),207833948,Accra,North,-0.85533,9.42360
Mainstream,FEEL AT HOMEST CHARLES -S,548890447,Accra,North,-0.82834,9.39581
Mainstream,ZARA BAR(B3),206000000,Accra,North,-0.81298,9.38632
Mainstream,Kamina Barracks View,244421741,Accra,North,-0.84589,9.46001
Mainstream,AHONDWO SPOT(B3),273458876,Accra,North,-0.84314,9.45896
Mainstream,EDUCATION CANTEEN(B3),266850406,Accra,North,-0.86637,9.41362
Mainstream,GIDIPASS(A2),250000000,Accra,North,-0.84041,9.40343
Mainstream,SUNCITY SPOTGOIL DEPOT JU,241905861,Tamale,North,-0.86923,9.37856
Mainstream,I LIKE AM SPOT(A3),206000000,Accra,North,-0.84186,9.4236
Mainstream,DREAMERS SPOT(A3),208503440,Ghana,North,-0.83275,9.44725
Mainstream,TROPICIAL RESORT(A2),20000000,Tamale,North,-0.87094,9.43007
Mainstream,LIBERATION(A2),278000000,Accra,North,-0.82995,9.40312
Mainstream,HYGIENE SPOT(C1),275000000,Tamale,North,-0.84458,9.45899
Mainstream,DECENCY PUB(A3),547890620,Accra,North,-0.84030,9.40618
Mainstream,CLASSIC(A3),548000000,Accra,North,-0.86982,9.43194
Mainstream,CHUCKS BAR N RESTAURANT(B,553997379,Tamale,North,-0.84391,9.42712
Mainstream,CONFIDENCE SPOT(B3),243418428,Accra,North,-0.84047,9.52899
Mainstream,CLOUD 7(B3),248761084,Accra,North,-0.85988,9.45352
Mainstream,Esqueen's Spot,248108255,Accra,North,-0.85501,9.45200
Mainstream,MARY'S INN(A3),505067655,Accra,North,-0.84479,9.42477
Mainstream,MILE ONE(B3),208000000,Accra,North,-0.85105,9.40295
Wholesaler,S AND S VENTURES(B3),201657577,Accra,North,-0.83735,9.55204
Mainstream,HIDE OUT PUB(B3),267019349,Accra,North,-0.83465,9.43580
Mainstream,NANANOM BAR AND RESTAURAN,277000000,Accra,North,-0.83538,9.40633
Mainstream,FRIENDS SPOTAIRPORT JUNCT,541000000,Accra,North,-0.83675,9.55282
Mainstream,GOOD TIMES(A2),242000000,Accra,North,-0.84008,9.40347
Mainstream,BERNARDS PLACE(B3),244124506,Ghana,North,-0.81348,9.38672
Mainstream,PATIENCE BARYONI STREET -,242233038,Tamale,North,-0.85172,9.40423
Mainstream,TACOBELL SPOT(A2),244907617,Accra,North,-0.86769,9.43783
Mainstream,OASIS LOUNGE(A3),545958970,Accra,North,-0.8421,9.4424
Mainstream,PAAJULIE SPOT(B2),245000000,Tamale,North,-0.86938,9.45442
Mainstream,Still pending spot,242233064,Tamale,North,-0.84048,9.40436
Mainstream,LUXURY SPOTJISONAYILI -JI,206441297,Accra,North,-0.84564,9.44741
Mainstream,LAST HOURBISCO ROAD -BISC,209000000,Tamale,North,-0.88113,9.40417
Mainstream,AMAMA SPOT(B3),202595533,Tamale,North,-0.86301,9.4143
Mainstream,STAGES INN(B3),266000000,Tamale,North,-0.8621,9.4357
Mainstream,Esken Spot,540917401,Accra,North,-0.87166,9.46837
Mainstream,WHITE ROSE(B3),244726124,Tamale,North,-0.83114,9.45739
Mainstream,Nsomah Spot,247000000,Tamale,North,-0.88364,9.36963
Mainstream,TRADITIONAL DELIGHT(A2),277000000,Accra,North,-0.83959,9.45964
Mainstream,MARIAM HOTEL(C3),244525811,Tamale,North,-0.84845,9.42614
Mainstream,TACORABAMA(A3),202000000,Tamale,North,-0.84408,9.44288
Low End,One Corner Spot,556059120,Ghana,North,-0.83542,9.40695
Mainstream,PRISONS CANTEENPRISONS ST,208000000,Accra,North,-0.83665,9.40862
Mainstream,BROTHERS INNPRISONS ROAD,202440934,Tamale,North,-0.83653,9.40855
Mainstream,KAMINA BARRACKS MESS(A2),208408174,Ghana,North,-0.84804,9.46373
Mainstream,CARONICKS SPOT(A2),268353620,Tamale,North,-0.84605,9.45807
Mainstream,PRECIOUS BAR(A3),243220143,Accra,North,-0.8394,9.53663
Low End,Big-byte spot,547846009,Tamale,North,9.49148,9.49148
Mainstream,VICTORY SPOT(B3),207049086,Accra,North,-0.86826,9.45503
Mainstream,Coded Location,547846009,Accra,North,-0.86982,9.43194
Low End,ENDURANCE(C1),209681042,Accra,North,-0.81757,9.39151
Mainstream,Occasions and more wholesale- Kanville,547846009,Tamale,North,-0.84496,9.44671
Low End,Maryland spot,547846009,Tamale,North,-0.88839,9.49136
Low End,Washing Bay Spot-Bawuah Barracks View,209000000,Ghana,North,-0.83962,9.53676
Mainstream,POLICE CANTEENPOLICE -POL,556331807,Accra,North,-0.83767,9.40424
Mainstream,Klessic Spot,248000000,Tamale,North,-0.8393,9.40402
Mainstream,NEXT DOORSSNIT ROAD -SSNI,266439006,Accra,North,-0.83198,9.40939
Low End,Flemish Bar,246212285,Ghana,North,-0.84477,9.45620
Mainstream,PASSIONS(C1),246388881,Accra,North,-0.83984,9.40384
Mainstream,Mma Lucia Pub,243000000,Ghana,North,-0.8,9.47887
Mainstream,COMNESS SPOT(B3),244733936,Accra,North,-0.83569,9.41806
Mainstream,Mahama Guest House,541119101,Ghana,North,-1.8238,9.08462
Mainstream,THE PROMISED HILL(A2),205707404,Tamale,North,-0.86887,9.45938
Low End,Flemish Pub,243971540,Ghana,North,-0.89655,9.49340
Mainstream,Hospital Canteen,243275846,Ghana,North,-0.88135,9.47728
Mainstream,CODED LOCATION(A1),245160787,Ghana,North,-0.86927,9.43257
Mainstream,Pleasure SpotCanteen Road,243000000,Tamale,North,-0.88202,9.47753
Mainstream,Aben wo ha- Busunu,548267271,Ghana,North,-0.88502,9.47761
Mainstream,Friend Garden,540815520,Ghana,North,-0.82374,9.38983
Mainstream,BLESSED TWINS(A3),024 752 412,Accra,North,-0.83586,9.40399
Low End,Amiel's Eatery,547846009,Tamale,North,-0.86982,9.43194
Low End,Amanda Spot,243381170,Ghana,North,-1.8188,9.08482
Mainstream,PROSPER BAR(B3),243378651,Tamale,North,-0.00516,9.44592
Mainstream,Disco 7,249067632,Ghana,North,-1.81991,9.08508
Mainstream,Blue Gate- Savelugu,506383568,Ghana,North,-0.82894,9.62877
Mainstream,Catholic Guest House-Dama,507655602,Ghana,North,-1.79684,9.0787
Mainstream,Freddie Jones Spot,243071378,Accra,North,-0.86077,9.41408
Mainstream,Disco 7 Annex,243067632,Ghana,North,-0.85778,9.42681
Wholesaler,Riches Corner,544376110,Tamale,North,-0.85778,9.47728
Mainstream,Evergreen Spot,209574045,Ghana,North,-1.80479,9.08533
Low End,Picorna Hotel,208160548,Ghana,North,-0.84773,9.40105
Low End,Kanyitipe Spot,203000000,Ghana,North,-0.52099,8.56265
Mainstream,NIGER BAR(A2),54848243,Tamale,North,-1.46801,8.78936
Mainstream,Area View,549302993,Ghana,North,-0.88774,9.47808
Mainstream,SHOW YOUR LOVE(C3),207654211,Accra,North,-0.83682,9.40287
Mainstream,Cecelia Spot,246471777,Ghana,North,-1.82137,9.08547
Mainstream,Leaving Jasco,245600198,Ghana,North,0.887742,9.47808
Mainstream,Lovers inn,544000000,Ghana,North,-0.88807,9.47736
Mainstream,Mamas spot,208191425,Accra,North,-0.83651,9.40982
Low End,Black Box,547846009,Tamale,North,-0.84942,9.43340
Mainstream,CONTAINER SPOTBUIPE STREE,209662601,Ghana,North,-1.45428,8.77504
Wholesaler,ORIGIONAL BASE(A2),250000000,Tamale,North,-0.52424,8.54441
Mainstream,KOKONTE BAR(A2),246392355,Ghana,North,-1.45697,8.77913
Mainstream,GOD'S TIME IS BEST(A2),207242224,Ghana,North,-0.86881,9.45938
Mainstream,ALL FRIENDS(B3),553801399,Accra,North,-0.85865,9.41597
Mainstream,OLD TIMERS BUIPE(A2),242818673,Tamale,North,-1.47035,8.80080
Mainstream,Palace View spot,247400484,Tamale,North,-1.82124,9.08639
Mainstream,ONE STEPHOSPITAL ROAD -HO,245373793,Accra,North,-0.00317,9.44348
Mainstream,MAVMAX(B3),201000000,Tamale,North,-0.83878,9.40285
Low End,Medical view,0243072102,Ghana,North,-0.81492,9.38972
Low End,Planners Point,207991092,Ghana,North,-1.46832,8.78965
Mainstream,CANTONA BAR(C1),242943910,Tamale,North,-0.88394,9.47772
Wholesaler,SETH ENTERPRISE(B2),208000000,Tamale,North,-1.45394,8.77129
Mainstream,Royal Spot Damongo,123444444,Tamale,North,-1.8161,9.08065
Mainstream,DABOLI SPOT(A2),543000000,Accra,North,-0.86402,9.40728
Mainstream,Arizona Damongo,249000000,Ghana,North,-0.85778,9.42681
Low End,ATTA ESSIBI HOTEL(B3),243241436,Tamale,North,-0.82849,9.39419
Mainstream,Happy Yourself spot- Savelugu,546775444,Tamale,North,-0.82949,9.59533
Mainstream,HOT WINGS(A3),243675272,Tamale,North,-0.83646,9.40833
Wholesaler,Appiah Enterprise WH,547846009,Ghana,North,-0.51982,8.55401
Low End,Akomah Spot,240772057,Tamale,North,-0.48158,9.39998
Mainstream,DE HEART SPOT(A2),243701569,Ghana,North,-0.51089,8.56334
Mainstream,PRISONS CANTEEN 1(B3),249541960,Tamale,North,-0.51719,8.54585
Mainstream,SANDRA PUB(A1),201332163,Tamale,North,-0.83145,9.60352
Mainstream,MUM'S SPOT(A2),242067806,Accra,North,-0.81745,9.38563
Mainstream,PRISON CANTEEN YENDI(A2),548000000,Tamale,North,-0.00318,9.44267
Mainstream,Uncle Pee spot,549876550,Tamale,North,-0.00609,9.44588
Mainstream,LITRECIA SPOT(A2),242072005,Accra,North,-0.81521,9.38916
Low End,Salanga Spot,207319975,Ghana,North,-1.47134,8.79345
Mainstream,JOLLY FRIENDS(A3),264000000,Accra,North,-0.82177,9.41614
Mainstream,MUMS COOL(A3),242067806,Accra,North,-0.81730,9.38585
Mainstream,KK SPOT(B2),547846009,Ghana,North,-0.48189,9.40014
Low End,Agape  bar,0241929144,Accra,North,-0.85449,9.38400
Mainstream,ABEN WAHA SPOT(B3),246532760,Ghana,North,-0.01594,9.44356
Mainstream,DISCOVERY(A2),243922994,Ghana,North,-0.85662,9.45548
Low End,Bawa Bar,548909765,Ghana,North,-0.00707,9.44616
Mainstream,KINGS BARBUIPE STREET -BU,249001859,Ghana,North,-1.47074,8.79525
Mainstream,DONS PUB(B3),205044360,Tamale,North,-0.83711,9.43141
Mainstream,Food Empire Spot,205358177,Tamale,North,-0.83916,9.40352
Low End,Totooza spot,0550228089,Ghana,North,-0.83681,9.44749
Mainstream,BERNARDS ANNEX(B3),540358078,Accra,North,-0.84123,9.44197
Mainstream,ROUND HOUSE SPOT(A1),543379529,Tamale,North,-0.00281,9.44531
Mainstream,DROP INN(B3),244407940,Tamale,North,-0.86279,9.41359
Mainstream,Flemish spot,240209743,Ghana,North,-0.82853,9.46258
Mainstream,CONTAINER(A2),241347728,Ghana,North,-0.86238,9.3873
Low End,Savanna Club,208000000,Ghana,North,-0.85675,9.41828
Mainstream,FIRST AND LAST(B3),244601966,Ghana,North,-0.83653,9.40855
Mainstream,WOODEN BAKERY(B3),546699399,Accra,North,-0.84323,9.44047
Mainstream,Summa-summa spot- Savelugu,242779567,Ghana,North,-0.82695,9.61879
Mainstream,BUBBLES(A2),208404499,Accra,North,-0.82157,9.41977
Mainstream,Presidential spot,547846009,Tamale,North,9.44445,9.44445
Mainstream,AIRBONE BAR(A2),244503459,Tamale,North,-0.00413,9.44247
Low End,BY HIS GRACE(A2),548673650,Ghana,North,-0.86880,9.45933
Mainstream,SOVES INM(C1),244158076,Tamale,North,-0.86880,9.45934
Mainstream,AGRIC SPOT(B2),261121710,Accra,North,-0.84197,9.42628
Mainstream,Peace Joint spot,247000000,Tamale,North,9.44530,9.44530
Mainstream,Uncle pee annex,244853398,Ghana,North,0.00313,9.45147
Mainstream,NORTHERN BELL(B3),207579084,Tamale,North,-0.84512,9.4531
Mainstream,God's Time spot- Savelugu Rd,247414683,Accra,North,-0.84279,9.51171
Low End,KALAMAZOO SPOT(A3),243312408,Accra,North,-0.83617,9.40385
Mainstream,MICKS SPOT(B2),543297553,Ghana,North,-0.98999,9.40287
Mainstream,COUNTRY SIDE(A2),242510173,Tamale,North,-0.85778,9.42681
Mainstream,Nyame Bekyere Netu Mi,204000000,Tamale,North,-1.47027,8.79415
Mainstream,NYAME BEKYERE SPOTSALAGA,273402841,Tamale,North,-0.51579,8.55738
Mainstream,K75 Forest Villa,243547894,Ghana,North,-1.47285,8.79357
Mainstream,MOLE MOTEL(B3),545332276,Ghana,North,-0.88235,9.47737
Mainstream,FIRST CLASS(B3),207033740,Ghana,North,-0.88332,9.48048
Mainstream,LAST HOUR(C1),246950853,Ghana,North,-0.51586,8.55734
Mainstream,PORT VIEW(A2),200577758,Tamale,North,-1.45394,8.77173
Mainstream,KAE ME BR3-SALAGA(B3),547073044,Ghana,North,-0.50544,8.73850
Low End,Modern City Hotel,+233 37 22,Ghana,North,-0.84651,9.43934
Mainstream,Lizboat Annex (Kamina Barracks),244529302,Ghana,North,-0.84594,9.45946
Mainstream,PEACE BARBUIPE STREET -BU,209299791,Tamale,North,-1.45392,8.77253
Mainstream,FOSU BAR(B2),244728237,Ghana,North,-0.52103,8.54952
Mainstream,Friends CornerBuipe Stree,267000000,Ghana,North,-1.46648,8.79081
Mainstream,SWAD RESTAURANT,547846009,Tamale,North,-0.84723,9.42519
Mainstream,TENI BAR(C1),542069545,Tamale,North,-0.86881,9.45931
Low End,Goil Villa Pub,123444444,Ghana,North,-0.86632,9.45611
Low End,Papa Pee Joint,123444445,Ghana,North,-0.83711,9.55435
Low End,Lovers Inn,123444446,Ghana,North,-0.85516,9.37759
Low End,Rega Kitchen & Bar,123444447,Ghana,North,-0.85542,9.41963
Low End,Spare Tyme,123444448,Ghana,North,-0.87133,9.43358
Low End,Naw Base Spot,123444449,Ghana,North,-0.85361,9.38252
Low End,Heavens spot,0245374363,Accra,North,-0.83502,9.44789
Low End,Luxury Annex,123444450,Ghana,North,-0.84567,9.44884
Low End,Likers spot,123444451,Ghana,North,9.37529,9.37529
Low End,Regal Hotel,123444452,Ghana,North,-0.82867,9.46258
Low End,Vision Spot,123444453,Ghana,North,-0.81494,9.41640
Low End,boya spot,123444454,Ghana,North,-0.83785,9.38196
Low End,Anthodram's Spot,123444455,Ghana,North,-0.82610,9.39937
Low End,TACORABAMA PIZZA HOUSE(A3,123444456,Ghana,North,-0.83711,9.55435
Low End,Mikkimart,123444457,Ghana,North,-0.84558,9.45668
Low End,Justice Royal Hotel,123444458,Ghana,North,-1.47016,8.80086
Mainstream,GREG DE CHEF(A2),024 877 751,Tamale,North,-0.87085,9.46803
Low End,Maga 1 spot,242510173,Ghana,North,-0.84457,9.42565
Low End,TACORABAMA BAR(A2),267000000,Tamale,North,-0.84248,9.44298
Low End,Wini Spot,544612190,Ghana,North,-0.84794,9.46359
Low End,Virgin spot choggu- Chogg,548000000,Accra,North,-0.83534,9.44799
Low End,Sugri Spot,247108322,Ghana,North,9.42665,9.42665
Wholesaler,Aku Enterprise Annex,264222958,Ghana,North,-0.85415,9.39
Low End,Asempa Restrurant,546252573,Ghana,North,-0.8629,9.40905
Low End,Bafana Bafana,249877750,Ghana,North,-2.48936,9.02942
Low End,Bisram Spot,240934567,Ghana,North,-0.84528,9.45287
Low End,Coner Bar,209026399,Ghana,North,-1.45355,8.76946
Mainstream,MOJOS BAR(A3),208327216,Accra,North,-0.86925,9.43167
Wholesaler,A and V enterprise,201044608,Accra,North,-0.82956,9.41112
Low End,City pub,0508884622,Ghana,North,-0.81110,9.38772
Low End,Emeralds Pub,200656238,Ghana,North,-0.87450,9.47247
Low End,Lovely Daddy,246000000,Ghana,North,-0.86641,9.45564
Low End,Balogu Point 7,266231559,Ghana,North,-0.00708,9.44476
Low End,Hospital Gate,549060117,Ghana,North,-0.00486,9.44429
Wholesaler,No Shaking Ventures,208091067,Ghana,North,-0.87140,9.46938
Mainstream,Occasions wholesale-Katariga,540113279,Accra,North,-0.87111,9.46856
Low End,Jamvis Gardens,249000000,Ghana,North,-0.83928,9.3678
Low End,WEPIA SPOT(C1),123444459,Ghana,North,-0.85778,9.42681
Low End,Kalamazoo Spot,123444460,Ghana,North,-0.83587,9.40399
Low End,Goil Villa Pub,123444461,Ghana,North,-0.86632,9.45611
Low End,Soo Kleen Spot,123444462,Ghana,North,-0.84871,9.46384
Low End,Habib Spot - Mempeasem,123444463,Ghana,North,-1.59807,9.13055
Low End,De Gree Spot,547846009,Ghana,North,-0.83984,9.40384
Low End,Becky spot,547846009,Ghana,North,-0.86982,9.43194
